name,location,rating,votes,cost_for_two,online_order,book_table,rest_type,primary_cuisine,price_range
Navya's,HSR,2.9,45,600.0,Yes,No,Casual Dining,North Indian,High-End
Lassi Shop,Bellandur,3.9,152,300.0,Yes,No,Beverage Shop,Beverages,Budget
Mandya Gowdru Donne Biriyani,HSR,3.8,281,350.0,Yes,No,Quick Bites,Biryani,Medium
Marwari Basa,Bellandur,3.1,26,300.0,Yes,No,Quick Bites,Rajasthani,Budget
Indori Zaika,HSR,2.8,105,300.0,Yes,No,Quick Bites,North Indian,Budget
Mealer.in,Sarjapur Road,3.9,432,450.0,Yes,No,Delivery,North Indian,High-End
Kya Khaoge,Old Airport Road,3.7,63,300.0,Yes,No,Delivery,North Indian,Budget
Homelicious Food,Bellandur,,0,200.0,Yes,No,Quick Bites,North Indian,Budget
Rayalaseema Chefs,Marathahalli,3.9,225,800.0,Yes,Yes,Casual Dining,North Indian,Luxury
Ambur Dum Biriyani,Bellandur,3.4,12,200.0,Yes,No,Quick Bites,Biryani,Budget
The Nosh House,Sarjapur Road,4.3,220,600.0,Yes,No,Delivery,American,High-End
Frozen Bottle,Marathahalli,4.0,82,400.0,Yes,No,Beverage Shop,Beverages,Medium
Warm Oven,Marathahalli,3.8,65,500.0,Yes,No,Bakery,Bakery,High-End
Firangi Bake,Sarjapur Road,4.1,88,600.0,Yes,No,Delivery,Mexican,High-End
Chaarcoal,Bellandur,4.0,444,1200.0,Yes,No,Casual Dining,North Indian,Luxury
Savoury Restaurant,Sarjapur Road,2.9,827,800.0,Yes,No,Casual Dining,Arabian,Luxury
Delhite Food,Bellandur,3.5,6,300.0,Yes,No,Quick Bites,North Indian,Budget
Faasos,Bellandur,4.1,193,500.0,Yes,No,Quick Bites,North Indian,High-End
The Flying Cup,Sarjapur Road,4.2,233,150.0,Yes,No,Quick Bites,Beverages,Budget
The Rasaganga,Bellandur,3.7,404,500.0,Yes,No,Casual Dining,South Indian,High-End
Udupi Nalapaka,Bellandur,3.7,37,400.0,Yes,No,Quick Bites,South Indian,Medium
Sarjapur Social,Sarjapur Road,4.6,1193,1500.0,Yes,No,"Bar, Casual Dining",American,Luxury
The Fisherman's Wharf,Sarjapur Road,4.4,4099,1400.0,Yes,Yes,"Casual Dining, Bar",Seafood,Luxury
Just Shawarma,HSR,3.9,78,300.0,Yes,No,Quick Bites,Arabian,Budget
Konaseema Kitchen,Marathahalli,3.8,571,600.0,Yes,Yes,Casual Dining,North Indian,High-End
PSV's Andhra Paradise,HSR,3.5,116,600.0,Yes,No,Casual Dining,Andhra,High-End
Maia - Eat | Bake | Mom,Bellandur,4.3,996,1200.0,Yes,Yes,Casual Dining,Continental,Luxury
Punjab Zone,Bellandur,2.9,120,400.0,Yes,No,Quick Bites,North Indian,Medium
Yummy Punjabi,Bellandur,2.9,93,400.0,Yes,No,Quick Bites,North Indian,Medium
Happy Endings,Bellandur,4.3,490,500.0,Yes,No,"Bakery, Dessert Parlor",Bakery,High-End
Meghana Biryani,Bellandur,2.3,235,800.0,Yes,No,Casual Dining,North Indian,Luxury
Andhra Bhojanam,Bellandur,3.6,48,400.0,Yes,No,Delivery,Andhra,Medium
Cupcake Bliss,Bellandur,3.3,8,250.0,Yes,No,Bakery,Bakery,Budget
Spicy Khana Point,Marathahalli,3.0,68,500.0,Yes,No,Quick Bites,North Indian,High-End
Hyderabad Chefs,Marathahalli,4.0,717,800.0,Yes,No,Casual Dining,Hyderabadi,Luxury
The Hidden Home,Sarjapur Road,4.3,994,1300.0,Yes,Yes,Casual Dining,Asian,Luxury
Byg Brewski Brewing Company,Sarjapur Road,4.9,16345,1600.0,Yes,Yes,Microbrewery,Continental,Luxury
Nutty Affair,HSR,3.7,25,350.0,Yes,No,Quick Bites,Desserts,Medium
Waffle Talesz,Sarjapur Road,3.6,18,200.0,Yes,No,Dessert Parlor,Desserts,Budget
Suryawanshi,Sarjapur Road,4.5,125,700.0,Yes,Yes,Casual Dining,Maharashtrian,Luxury
Chili's American Grill & Bar,Bellandur,4.5,1365,1800.0,Yes,Yes,"Casual Dining, Bar",American,Luxury
Hyderabadi Zaiqa,Bellandur,3.1,41,700.0,Yes,No,Casual Dining,Hyderabadi,Luxury
RRoyal Rajasthan,Sarjapur Road,4.3,754,500.0,Yes,No,Casual Dining,Rajasthani,High-End
Indiana Burgers,Sarjapur Road,3.5,28,300.0,Yes,No,Delivery,Burger,Budget
Abhiruchi Restaurant,Sarjapur Road,3.4,5,400.0,Yes,No,Casual Dining,Andhra,Medium
9 Bowls,Marathahalli,,0,500.0,Yes,No,Quick Bites,Healthy Food,High-End
Pasta Twist Plus,Bellandur,2.6,20,400.0,Yes,No,Casual Dining,Fast Food,Medium
Delite Chaat House,HSR,3.5,178,300.0,Yes,No,Quick Bites,Street Food,Budget
Hyderabadi Biriyani,Bellandur,3.4,33,800.0,Yes,No,Casual Dining,Biryani,Luxury
Sri Krishna Sagar,HSR,3.5,234,400.0,Yes,No,Quick Bites,South Indian,Medium
Momo Rice Noodles,Sarjapur Road,3.4,68,600.0,Yes,No,Quick Bites,Chinese,High-End
Bombay Sandwich Company,Sarjapur Road,3.5,32,400.0,Yes,No,Delivery,Sandwich,Medium
Frosty Fills,Bellandur,,0,250.0,Yes,No,Quick Bites,Desserts,Budget
Hungry Bird,Bellandur,3.6,15,400.0,Yes,No,Quick Bites,North Indian,Medium
The Good Bowl,Sarjapur Road,3.6,10,500.0,Yes,No,"Takeaway, Delivery",Italian,High-End
The Salad Studio,Bellandur,4.0,107,400.0,Yes,No,Cafe,Cafe,Medium
Veg Rasoi,HSR,3.9,92,600.0,Yes,No,Delivery,North Indian,High-End
Curry Flavours,Sarjapur Road,3.7,59,200.0,Yes,No,Casual Dining,Tamil,Budget
Petoo,HSR,4.1,103,800.0,Yes,No,Quick Bites,North Indian,Luxury
Xung Fu,Bellandur,,0,350.0,Yes,No,Quick Bites,Asian,Medium
Dhaba Estd 1986 Delhi,Marathahalli,4.4,1209,1100.0,Yes,Yes,"Casual Dining, Bar",North Indian,Luxury
Inhouse Burger,Marathahalli,4.0,167,400.0,Yes,No,Quick Bites,Fast Food,Medium
Manchow,Bellandur,3.8,157,600.0,Yes,Yes,Casual Dining,Chinese,High-End
Andhra Vilaas,Sarjapur Road,3.7,52,350.0,Yes,No,Quick Bites,Andhra,Medium
Bangaliana,HSR,3.7,309,600.0,Yes,No,Casual Dining,Bengali,High-End
La Casa Brewery And Kitchen,Sarjapur Road,4.4,1381,1500.0,Yes,Yes,"Microbrewery, Casual Dining",Finger Food,Luxury
Biriyani Zone,HSR,3.9,667,800.0,Yes,No,Casual Dining,Biryani,Luxury
Tata Cha,Bellandur,3.6,34,400.0,Yes,No,"Beverage Shop, Cafe",Tea,Medium
Soup'ermanz Kitchen,HSR,4.1,433,750.0,Yes,No,Cafe,Cafe,Luxury
North Indian Kitchen,HSR,3.2,13,,No,No,Takeaway,North Indian,Medium
MAP- My Appetite Place,HSR,3.8,29,600.0,Yes,No,"Takeaway, Delivery",North Indian,High-End
Healthie,Sarjapur Road,3.9,70,600.0,Yes,No,Delivery,Healthy Food,High-End
Sri Dalma,HSR,3.8,77,350.0,Yes,No,Quick Bites,Oriya,Medium
Artinci Artisanal Ice Cream,HSR,,0,300.0,Yes,No,Dessert Parlor,Ice Cream,Budget
Chai World,Sarjapur Road,3.5,18,300.0,Yes,No,Quick Bites,Tea,Budget
Baker's Home,Bellandur,4.0,175,300.0,Yes,No,"Bakery, Dessert Parlor",Bakery,Budget
Paratha Treat,Bellandur,3.6,51,200.0,Yes,No,Quick Bites,North Indian,Budget
New Cool Joint,Sarjapur Road,3.5,23,150.0,Yes,No,Quick Bites,Fast Food,Budget
Al Khansah,Bellandur,3.9,370,550.0,Yes,No,Casual Dining,Biryani,High-End
Chullah Bhatti,Marathahalli,4.0,557,900.0,Yes,Yes,Casual Dining,North Indian,Luxury
Matka,HSR,3.6,25,500.0,Yes,Yes,Casual Dining,North Indian,High-End
Feel@Home,Marathahalli,3.6,42,300.0,Yes,No,"Takeaway, Delivery",North Indian,Budget
Mangala Hotel,Sarjapur Road,3.8,27,300.0,Yes,No,Quick Bites,Kerala,Budget
Kabab Magic,HSR,3.1,281,400.0,Yes,No,Quick Bites,North Indian,Medium
Keventers,Bellandur,3.6,18,400.0,Yes,No,"Beverage Shop, Dessert Parlor",Desserts,Medium
The Kebab House,Bellandur,4.3,49,250.0,Yes,No,Quick Bites,Kebab,Budget
Daniyal's,Sarjapur Road,3.6,6,800.0,Yes,No,"Takeaway, Delivery",North Indian,Luxury
Poha On Wheels,Bellandur,4.1,65,100.0,Yes,No,"Takeaway, Delivery",Street Food,Budget
Float,Marathahalli,4.4,3061,1500.0,Yes,Yes,"Casual Dining, Bar",North Indian,Luxury
Domino's Pizza,Bellandur,3.6,260,800.0,Yes,No,Quick Bites,Pizza,Luxury
Makers of Milkshakes,HSR,3.9,39,300.0,Yes,No,Beverage Shop,Beverages,Budget
Shake It Off,Bellandur,4.0,60,600.0,Yes,No,Beverage Shop,Beverages,High-End
Udupi Savi Thindi,Sarjapur Road,3.6,14,300.0,Yes,No,"Takeaway, Delivery",South Indian,Budget
Karavali Kitchen,Sarjapur Road,3.1,85,400.0,Yes,No,Casual Dining,Mangalorean,Medium
InnerChef,Sarjapur Road,3.9,231,500.0,Yes,No,Delivery,North Indian,High-End
RP Sweets,Bellandur,3.4,7,300.0,Yes,No,Quick Bites,Mithai,Budget
Broadway - The Gourmet Theatre,HSR,4.2,1142,1800.0,Yes,Yes,Casual Dining,Japanese,Luxury
Appetite Workstation,Sarjapur Road,3.6,16,500.0,Yes,No,Quick Bites,North Indian,High-End
Mango Tree Grand,Bellandur,3.8,112,700.0,Yes,No,Quick Bites,Andhra,Luxury
Grigliato,HSR,3.9,715,1000.0,Yes,No,Casual Dining,Italian,Luxury
Crunch Pizzas - Express Delivery,Indiranagar,3.0,237,500.0,Yes,No,Delivery,Pizza,High-End
Parrattha Ssinghh,Marathahalli,4.2,45,250.0,Yes,No,Quick Bites,North Indian,Budget
Atithi Aramane Veg,Bellandur,3.9,48,300.0,Yes,No,Quick Bites,South Indian,Budget
Yummy Tummy,Bellandur,3.0,111,400.0,Yes,No,Quick Bites,Rolls,Medium
Beijing Bites,HSR,3.9,396,850.0,Yes,No,Casual Dining,Chinese,Luxury
AKSHAYA BIRYANI,Sarjapur Road,3.6,20,300.0,Yes,No,Quick Bites,Biryani,Budget
Lungees Foods,Sarjapur Road,3.7,160,500.0,Yes,No,Casual Dining,Kerala,High-End
Reddy's Paradise,Sarjapur Road,3.4,9,400.0,Yes,No,Quick Bites,Fast Food,Medium
Tarbouche,Sarjapur Road,3.5,18,300.0,Yes,No,Kiosk,Turkish,Budget
Bombay Brasserie,Bellandur,4.3,555,1800.0,Yes,No,Casual Dining,Modern Indian,Luxury
Biriyani Adda,Bellandur,,0,350.0,Yes,No,Quick Bites,North Indian,Medium
Ajwa Thalassery Biryani,Sarjapur Road,3.9,42,500.0,Yes,Yes,Quick Bites,Biryani,High-End
YumYumDilli,Sarjapur Road,3.5,16,500.0,Yes,No,Delivery,North Indian,High-End
Folklore Restaurant,Sarjapur Road,3.4,262,450.0,Yes,No,Casual Dining,Kerala,High-End
Napoli Italian Bistro,HSR,4.1,1056,1200.0,Yes,Yes,"Casual Dining, Bar",Italian,Luxury
Uptown Sliders & Shakes,HSR,3.9,112,600.0,Yes,No,Quick Bites,Burger,High-End
The Grub Central,HSR,4.0,797,700.0,Yes,Yes,Cafe,Cafe,Luxury
Cold Smith Ice Creams,Sarjapur Road,3.9,41,450.0,Yes,No,Dessert Parlor,Ice Cream,High-End
Keerthi Restaurant Andhra Style,Marathahalli,,0,300.0,Yes,No,Quick Bites,Andhra,Budget
Thalis Of India,Sarjapur Road,3.3,7,500.0,Yes,No,Delivery,South Indian,High-End
Singh Saheb Di Rasoi,Bellandur,3.2,10,800.0,Yes,No,Quick Bites,North Indian,Luxury
Slurpy Shakes,Marathahalli,3.3,6,300.0,Yes,No,Delivery,Beverages,Budget
The Milkshake Theory,Sarjapur Road,3.7,29,400.0,Yes,No,Beverage Shop,Beverages,Medium
Cake Box,Marathahalli,2.9,24,400.0,Yes,No,Bakery,Bakery,Medium
Wangs Kitchen,HSR,2.4,438,1000.0,Yes,No,Casual Dining,Chinese,Luxury
Quick Bites Food Junction,Sarjapur Road,3.8,30,300.0,Yes,No,Quick Bites,North Indian,Budget
Poha On Wheels,Sarjapur Road,,0,100.0,Yes,No,Quick Bites,Fast Food,Budget
Kidilum,Marathahalli,3.6,32,450.0,Yes,No,Casual Dining,North Indian,High-End
Juice Junction Food Court,HSR,3.8,210,200.0,Yes,No,Quick Bites,Juices,Budget
World In A Bowl,Sarjapur Road,3.5,17,600.0,Yes,No,Delivery,Continental,High-End
Sintales,Sarjapur Road,3.6,44,600.0,Yes,No,Cafe,Cafe,High-End
The Litti Company,HSR,3.7,33,400.0,Yes,No,"Takeaway, Delivery",Bihari,Medium
Tanoor Tandoori,Bellandur,,0,550.0,Yes,No,Delivery,North Indian,High-End
Myrasoiya.com,Sarjapur Road,3.4,20,350.0,Yes,No,Delivery,North Indian,Medium
Punjabi Times,Bellandur,4.1,1691,1100.0,Yes,Yes,"Casual Dining, Bar",North Indian,Luxury
Stoner,Sarjapur Road,4.3,556,500.0,Yes,No,"Dessert Parlor, Cafe",Ice Cream,High-End
Vandana Andhra and Multi Cuisine,Sarjapur Road,4.1,481,900.0,Yes,Yes,Casual Dining,Andhra,Luxury
American Bites,Marathahalli,3.0,4,300.0,Yes,No,Quick Bites,Pizza,Budget
Roti's Ghar,Bellandur,,0,200.0,Yes,No,"Takeaway, Delivery",North Indian,Budget
Telugu Velugu,HSR,,0,500.0,Yes,No,Quick Bites,South Indian,High-End
Aashish Foods,Marathahalli,3.8,34,150.0,Yes,No,Quick Bites,North Indian,Budget
Laddoos,Bellandur,2.9,163,250.0,Yes,No,"Quick Bites, Sweet Shop",North Indian,Budget
Omleterian,Bellandur,,0,200.0,Yes,No,Delivery,American,Budget
Little Italy,Sarjapur Road,4.3,715,1500.0,Yes,Yes,Casual Dining,Italian,Luxury
Rusbury Fresh Sweets And Savouries,HSR,4.0,65,200.0,Yes,No,Sweet Shop,Mithai,Budget
Shree Khana Khazana,Bellandur,4.2,166,450.0,Yes,No,Quick Bites,North Indian,High-End
Moti Mahal Delux,HSR,4.0,547,1000.0,Yes,Yes,Casual Dining,North Indian,Luxury
Shri Vishnu Grand,Marathahalli,3.0,139,450.0,Yes,No,Casual Dining,North Indian,High-End
Andhra Paris,Sarjapur Road,3.2,5,250.0,Yes,No,Quick Bites,Andhra,Budget
Annapurna Foods,Bellandur,3.5,11,400.0,Yes,No,Casual Dining,North Indian,Medium
Spicy Punjabi Pharatha,Marathahalli,2.9,76,400.0,Yes,No,Quick Bites,North Indian,Medium
Kitchen On Table,HSR,4.3,787,1000.0,Yes,No,Casual Dining,BBQ,Luxury
Chai Point,Marathahalli,,0,200.0,Yes,No,"Beverage Shop, Quick Bites",Unknown,Budget
Charcoal Eats,HSR,4.0,55,500.0,Yes,No,Quick Bites,Italian,High-End
Foodbell,Sarjapur Road,,0,300.0,Yes,No,"Takeaway, Delivery",North Indian,Budget
Only Parathas,HSR,3.3,6,,No,No,"Takeaway, Delivery",North Indian,Medium
Zayakedar,Bellandur,4.0,250,250.0,Yes,No,Quick Bites,North Indian,Budget
S S Popular Frozen Stone,Bellandur,3.7,24,250.0,Yes,No,"Beverage Shop, Quick Bites",Beverages,Budget
Park N Eat,Marathahalli,3.7,16,300.0,Yes,No,Quick Bites,Chinese,Budget
Amrutha Grand Restaurant,Sarjapur Road,3.2,204,500.0,Yes,No,Casual Dining,North Indian,High-End
YumYumSouth,Sarjapur Road,3.6,55,600.0,Yes,No,Delivery,South Indian,High-End
Nanda's,HSR,2.9,361,450.0,Yes,No,Casual Dining,North Indian,High-End
Ramji Chaiwale,Bellandur,3.3,30,250.0,Yes,No,Quick Bites,Beverages,Budget
Supreme Biryani,South Bangalore,3.3,18,400.0,Yes,No,Delivery,Biryani,Medium
Bombay Kulfi,Marathahalli,3.8,38,150.0,Yes,No,Dessert Parlor,Desserts,Budget
Shahi Zaikha,Sarjapur Road,3.2,6,300.0,Yes,No,Quick Bites,Chinese,Budget
MAD Belgian Waffles,Sarjapur Road,,0,300.0,Yes,No,Quick Bites,Fast Food,Budget
Srinathji's,Marathahalli,3.9,661,750.0,Yes,Yes,Casual Dining,North Indian,Luxury
Sichuan,Bellandur,4.1,268,800.0,Yes,No,Casual Dining,Chinese,Luxury
Bellandur Kitchen,Bellandur,3.4,17,400.0,Yes,No,Quick Bites,North Indian,Medium
Ovenstory Pizza,HSR,4.0,200,750.0,Yes,No,Delivery,Pizza,Luxury
Parathe Ghar Ke,Bellandur,3.2,4,300.0,Yes,No,Quick Bites,North Indian,Budget
Stoned Monkey,HSR,3.9,228,500.0,Yes,No,Dessert Parlor,Desserts,High-End
Cakes Wagon,Bellandur,3.4,6,300.0,Yes,No,"Dessert Parlor, Bakery",Desserts,Budget
Sri Ganesh Juice Junction,Bellandur,3.5,5,200.0,Yes,No,Beverage Shop,Juices,Budget
Ooty Chocolates,Sarjapur Road,3.3,9,300.0,Yes,No,Dessert Parlor,Desserts,Budget
Kanua,Sarjapur Road,4.4,889,1400.0,Yes,Yes,Casual Dining,Konkan,Luxury
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Sarjapur Road,3.5,43,500.0,Yes,No,Delivery,Continental,High-End
Delitz Creamvilla Cafe,Bellandur,4.0,74,600.0,Yes,No,"Cafe, Dessert Parlor",Cafe,High-End
Apna Veg Dhaba,Bellandur,3.1,35,400.0,Yes,No,Casual Dining,North Indian,Medium
Zeeshan,Sarjapur Road,2.6,155,600.0,Yes,No,Casual Dining,North Indian,High-End
Dad's Cookhouse,Sarjapur Road,4.0,44,300.0,Yes,No,Quick Bites,North Indian,Budget
Five Star Chicken,Bellandur,3.4,9,200.0,Yes,No,Quick Bites,Fast Food,Budget
McDonald's,Bellandur,3.2,258,500.0,Yes,No,Quick Bites,Burger,High-End
Abbabi Chicken,Bellandur,3.8,133,200.0,Yes,No,Quick Bites,Fast Food,Budget
Azura Restaurant,Bellandur,2.8,95,500.0,Yes,No,Casual Dining,North Indian,High-End
Freshies Gourmet Salads,Bellandur,3.2,31,350.0,Yes,No,Quick Bites,Salad,Medium
Ritomi's Lov,Bellandur,3.7,48,400.0,Yes,No,Quick Bites,North Indian,Medium
Southinn,Sarjapur Road,3.2,97,250.0,Yes,No,Quick Bites,South Indian,Budget
Smoor,Bellandur,3.7,44,900.0,Yes,No,Dessert Parlor,Desserts,Luxury
Cafe Thulp,Bellandur,4.0,341,1000.0,Yes,Yes,Cafe,Cafe,Luxury
Goli Vada Pav No. 1,Bellandur,3.3,84,200.0,Yes,No,Quick Bites,Street Food,Budget
Karachi Bakery,Sarjapur Road,3.7,16,400.0,Yes,No,Bakery,Bakery,Medium
Mughal Treat,Sarjapur Road,3.6,109,700.0,Yes,No,Casual Dining,Mughlai,Luxury
Chai Point,Bellandur,,0,250.0,Yes,No,"Beverage Shop, Quick Bites",Tea,Budget
Le Charcoal Xpress,HSR,4.0,162,500.0,Yes,No,Quick Bites,Arabian,High-End
Foxtrot,Marathahalli,4.4,1146,1200.0,Yes,Yes,"Pub, Casual Dining",North Indian,Luxury
Sweet Truth,Sarjapur Road,3.9,34,500.0,Yes,No,Delivery,Bakery,High-End
Le Gateau - The Cake Shop,Old Airport Road,4.4,536,600.0,Yes,No,Delivery,Desserts,High-End
Deli Chats and Sweets,Marathahalli,4.1,39,200.0,Yes,No,Quick Bites,Street Food,Budget
Eden Huts Restaurant,Bellandur,4.0,213,400.0,No,No,Casual Dining,Chinese,Medium
Shekhawati Restaurant,Sarjapur Road,3.7,62,300.0,Yes,No,Quick Bites,North Indian,Budget
Baithak,HSR,4.2,1383,1100.0,Yes,Yes,"Casual Dining, Bar",Continental,Luxury
Ice Treat,HSR,3.8,42,200.0,Yes,No,Quick Bites,Juices,Budget
Ustaad Biryani,Marathahalli,,0,250.0,Yes,No,Delivery,Biryani,Budget
Mumbai Xpress,Bellandur,2.9,89,350.0,Yes,No,Quick Bites,Fast Food,Medium
Chung Wah,Marathahalli,2.9,29,500.0,Yes,No,Delivery,Chinese,High-End
Filmy Kitchen,Bellandur,3.7,182,400.0,Yes,No,Quick Bites,North Indian,Medium
The Belgian Waffle Co.,HSR,4.1,129,350.0,Yes,No,Dessert Parlor,Desserts,Medium
Samaroh,Bellandur,4.0,246,1200.0,No,No,Casual Dining,North Indian,Luxury
Fusion Tadka,Bellandur,3.7,34,450.0,Yes,No,Delivery,North Indian,High-End
@ The Bbq,Bellandur,,0,700.0,Yes,No,Casual Dining,BBQ,Luxury
Orchard Fresh,Sarjapur Road,,0,150.0,Yes,No,Dessert Parlor,Ice Cream,Budget
Pizza Stop,Sarjapur Road,3.2,44,600.0,Yes,No,Quick Bites,Pizza,High-End
NH-1,Bellandur,3.8,376,600.0,Yes,No,Delivery,North Indian,High-End
Madurai Meenakshi Vilas,Bellandur,3.6,27,300.0,Yes,No,Quick Bites,South Indian,Budget
Rampyari Chaiwala Netaji Bhajiawala,Sarjapur Road,3.1,25,150.0,Yes,No,Quick Bites,Street Food,Budget
Sharaab Factory,Bellandur,3.9,392,1500.0,Yes,Yes,Bar,Biryani,Luxury
Biryani House,Bellandur,3.5,11,600.0,Yes,No,Casual Dining,Andhra,High-End
Karavali Naati Mane,Sarjapur Road,3.1,40,350.0,Yes,No,Quick Bites,South Indian,Medium
Chaai Resto,Sarjapur Road,4.1,33,200.0,Yes,No,Cafe,Cafe,Budget
The Punjabi,Bellandur,2.9,32,550.0,Yes,No,Casual Dining,North Indian,High-End
Biruva's Biryani House,Sarjapur Road,,0,200.0,Yes,No,Quick Bites,Biryani,Budget
Matinee Bar & Kitchen,Marathahalli,4.2,340,1700.0,Yes,Yes,Casual Dining,BBQ,Luxury
Spicy Paratha House,Marathahalli,3.0,9,450.0,Yes,No,Quick Bites,North Indian,High-End
Cafe Coffee Day,Sarjapur Road,2.9,27,900.0,Yes,No,Cafe,Cafe,Luxury
Foodies Hub,Sarjapur Road,3.1,8,500.0,Yes,No,Quick Bites,North Indian,High-End
The Modak,Bellandur,3.6,18,400.0,Yes,No,Quick Bites,North Indian,Medium
Delhi Restaurant,Marathahalli,3.8,54,400.0,Yes,No,Quick Bites,North Indian,Medium
Chatorezz,Marathahalli,3.6,26,250.0,Yes,No,Quick Bites,North Indian,Budget
Aapni Rasoi,Bellandur,3.2,127,400.0,Yes,No,Quick Bites,North Indian,Medium
Chef Baker's,Bellandur,3.6,136,600.0,Yes,No,"Bakery, Quick Bites",Bakery,High-End
Melting Melodies,Bellandur,3.6,11,300.0,Yes,No,"Dessert Parlor, Bakery",Desserts,Budget
Deccan Kitchen,Marathahalli,3.7,31,700.0,Yes,No,Casual Dining,South Indian,Luxury
Tapout Tavern,Sarjapur Road,4.1,322,1200.0,Yes,Yes,"Casual Dining, Pub",American,Luxury
Shanghai Bistro,Sarjapur Road,4.1,248,800.0,Yes,No,Casual Dining,Chinese,Luxury
Tipsy Bull - The Bar Exchange,Bellandur,4.4,2182,1400.0,Yes,Yes,"Bar, Casual Dining",North Indian,Luxury
Hyderabad Biryaani Home,South Bangalore,3.0,137,650.0,Yes,No,Takeaway,North Indian,High-End
Pabrai's Fresh & Naturelle Icecreams,HSR,4.3,324,180.0,Yes,No,Dessert Parlor,Ice Cream,Budget
Drunken Monkey,HSR,4.0,119,400.0,Yes,No,"Beverage Shop, Quick Bites",Beverages,Medium
Kritunga Restaurant,Marathahalli,3.8,1972,650.0,Yes,No,Casual Dining,Andhra,High-End
Desi Chulha,Sarjapur Road,3.7,19,250.0,Yes,No,Quick Bites,North Indian,Budget
Pop Hop,Bellandur,4.0,57,300.0,Yes,No,Dessert Parlor,Ice Cream,Budget
Kabab Mandra,Sarjapur Road,2.9,243,300.0,Yes,No,Quick Bites,North Indian,Budget
Chicken Man,Bellandur,3.7,48,400.0,Yes,No,Kiosk,Roast Chicken,Medium
Oogway Express,Marathahalli,3.7,19,600.0,Yes,No,Casual Dining,Chinese,High-End
Hoot,Sarjapur Road,4.2,7193,1400.0,Yes,Yes,"Microbrewery, Pub",Continental,Luxury
Homifoo,HSR,3.5,11,300.0,Yes,No,Quick Bites,North Indian,Budget
Rajasthan Sweets,Sarjapur Road,,0,150.0,Yes,No,Sweet Shop,Mithai,Budget
Ghar Ki Rasoi,Bellandur,3.7,50,500.0,Yes,No,Casual Dining,North Indian,High-End
Swaadam Biryanis,Marathahalli,,0,300.0,Yes,No,Delivery,Andhra,Budget
Ice N Fries Cafe,Sarjapur Road,3.7,39,200.0,Yes,No,Quick Bites,Ice Cream,Budget
Nutty Squirrel,Bellandur,3.8,72,300.0,Yes,No,Kiosk,Ice Cream,Budget
Cooking Mom,Bellandur,2.9,182,800.0,Yes,No,Casual Dining,North Indian,Luxury
INDULGE by InnerChef,Sarjapur Road,3.6,22,400.0,Yes,No,Bakery,Desserts,Medium
Biriyani Bungalow,Sarjapur Road,3.9,222,800.0,Yes,No,Casual Dining,Biryani,Luxury
Absolute Shawarma,Marathahalli,3.8,116,150.0,Yes,No,"Takeaway, Delivery",Lebanese,Budget
The Irish House,Bellandur,4.2,793,1700.0,Yes,No,"Casual Dining, Pub",European,Luxury
Gusto's Pizza,Bellandur,3.0,289,500.0,Yes,No,Casual Dining,Pizza,High-End
Artinci Artisanal Ice Cream,Bellandur,,0,300.0,Yes,No,Dessert Parlor,Ice Cream,Budget
Mak n Vak - Fyn,HSR,3.9,337,500.0,Yes,No,Quick Bites,North Indian,High-End
Ruh,Bellandur,4.1,3020,1000.0,Yes,Yes,Casual Dining,North Indian,Luxury
Lassi Shop,Sarjapur Road,3.5,9,200.0,Yes,No,Beverage Shop,Beverages,Budget
Bawarchi Khaana,Bellandur,3.3,56,600.0,Yes,No,Quick Bites,North Indian,High-End
Tumbites,Bellandur,,0,200.0,Yes,No,Quick Bites,North Indian,Budget
Biryani Bar,Marathahalli,,0,500.0,Yes,No,Delivery,Biryani,High-End
Wimpie Cafe & Restaurant,Bellandur,,0,500.0,Yes,No,Casual Dining,Andhra,High-End
Freshkicho,Bellandur,,0,200.0,No,No,Delivery,North Indian,Budget
Mr. Cane,Marathahalli,,0,100.0,Yes,No,Food Court,Juices,Budget
Carlos Cake Cafe,Sarjapur Road,3.8,81,300.0,Yes,No,Bakery,Bakery,Budget
Mighty Paws,Sarjapur Road,4.0,136,500.0,Yes,No,Cafe,Cafe,High-End
Cake Dilim,Sarjapur Road,3.6,27,400.0,Yes,No,Bakery,Bakery,Medium
Raja Bhojaun,Marathahalli,3.4,20,250.0,Yes,No,"Takeaway, Delivery",Chinese,Budget
Mirchi Bites- Spice Heaven,Marathahalli,3.1,9,650.0,Yes,No,Casual Dining,Hyderabadi,High-End
Hotel Sapthagiri,Marathahalli,3.6,13,700.0,Yes,No,Casual Dining,Andhra,Luxury
Baker's Cafe,Marathahalli,3.5,8,200.0,Yes,No,Bakery,Bakery,Budget
Oz Pies,Bellandur,3.8,37,400.0,Yes,No,Delivery,Australian,Medium
Tandoori Club,HSR,,0,750.0,Yes,No,Casual Dining,North Indian,Luxury
Brimstone Cafe,HSR,4.0,387,1300.0,Yes,Yes,"Cafe, Casual Dining",Cafe,Luxury
Jhanavi Restaurant,Sarjapur Road,,0,400.0,Yes,No,Casual Dining,South Indian,Medium
Xtreme Sports Bar,Sarjapur Road,4.0,942,1300.0,Yes,Yes,Pub,Continental,Luxury
Jashn,Marathahalli,3.7,132,750.0,Yes,No,Casual Dining,North Indian,Luxury
